gene	P1_epi1	P1_epi2	P1_epi3	P1_fiber1	P1_fiber2	P1_fiber3	E18_epi1	E18_epi2	E18_epi3	E18_fiber1	E18_fiber2	E18_fiber3	E16_epi1	E16_epi2	E16_epi3	E16_fiber1	E16_fiber2	E16_fiber3	E14_epi1	E14_epi2	E14_epi3	E14_fiber1	E14_fiber2	E14_fiber3
Rubcn	2.7575	3.39796	3.02241	4.71452	4.8232	5.90326	3.92651	4.14984	3.63486	7.10402	8.07709	8.80159	3.32438	3.483	3.4283	6.26639	6.2167	5.8524	4.05057	3.75442	3.71005	5.7479	6.28584	6.02861
Rufy1	5.66876	5.63301	5.14097	6.53354	7.11512	7.46916	4.50665	5.15963	5.20824	6.59094	6.86767	5.8139	5.97425	6.12739	5.2589	5.70515	5.66985	5.56591	5.19074	5.08636	5.36639	4.68698	5.01088	5.72074
Rufy2	3.91293	3.5764	3.76053	3.13225	2.86079	3.22241	3.19643	3.43824	3.45935	3.03166	2.94222	3.02049	3.84785	3.61824	3.28768	3.716	3.53786	3.82474	3.30817	3.57224	3.38495	4.17362	3.82248	4.04466
Rufy3	16.9208	15.5879	15.5205	85.0574	85.7635	82.412	13.972	13.0284	15.957	74.935	78.942	80.919	17.8687	17.5495	16.0328	82.8613	72.7564	83.5608	13.6738	15.1986	15.6105	67.8583	73.1789	77.9419
Rundc1	4.01018	3.53074	3.74631	7.73291	7.71267	7.71692	4.52868	4.20285	4.43699	8.13524	7.63679	7.26858	4.43663	4.06919	4.0322	7.61864	7.45482	8.30282	3.40729	3.85229	3.97198	6.96329	8.94195	7.54237
Rundc3b	1.4088	1.2533	1.61237	0.778265	0.881903	0.749895	1.59531	1.29209	1.9766	0.605047	0.614194	0.543966	1.32171	1.9006	1.94494	0.60212	0.344299	0.583512	1.82653	1.55395	1.89415	0.936604	0.681665	0.697612
Runx1t1	1.55293	1.79132	1.36435	5.10127	4.98012	5.41131	1.35362	1.2919	2.01118	4.7739	4.87411	4.72261	1.87064	1.76425	2.34463	3.49153	3.11724	3.9429	1.7736	1.75811	1.99664	2.23043	2.01942	1.70672
Runx2	0.244101	0.391399	0.352223	1.289	1.41208	1.03916	0.317471	0.597103	0.284684	0.602188	0.877486	0.735102	0.283691	0.285139	0.191522	0.838434	0.710176	1.01633	0.216594	0.409603	0.213059	0.842136	1.24896	0.888325
Rusc1	0.955362	0.585198	0.838717	0.074269	0.215201	0.213159	1.27356	1.17444	1.38003	0.0455148	0.2172	0.0220846	0.231209	0.540087	0.318103	0.165235	0.162442	0.230653	0.207563	0.608958	0.596197	0.0753215	0	0.0515979
Rusc2	2.64337	2.88105	2.56421	0.880146	0.989891	1.1052	2.94731	2.67067	3.06184	1.14649	1.03925	1.16645	1.88982	2.16641	2.15068	1.48349	1.15256	1.1205	1.79707	2.08665	2.26813	1.35568	1.118	1.1605
Ruvbl1	1.80354	3.02935	2.71788	3.89108	3.76838	5.26932	2.07356	3.00891	2.7505	5.03247	4.25837	5.43634	2.92229	3.31346	1.97969	4.16196	3.97872	3.80546	3.19243	2.35645	2.85571	3.12374	2.80654	3.36085
Ruvbl2	14.9248	17.4638	19.4163	11.7862	10.8583	9.8396	22.0855	22.7199	17.7268	11.4485	12.1284	9.78355	21.8252	23.2551	23.6011	11.9531	12.7046	12.063	33.6943	31.726	36.7459	14.3525	14.2269	14.6342
Rwdd1	4.61892	3.65662	3.57901	13.5657	9.95486	9.90204	4.43278	4.47672	5.24521	8.46321	7.91127	8.58377	4.41966	2.66512	3.6989	7.67939	5.9455	6.68955	3.71792	3.46315	3.87963	3.14598	4.17393	5.18299
Rwdd2b	2.21292	1.96914	2.23288	1.68021	1.58502	1.52302	1.86674	1.77114	1.67518	1.43087	2.09275	1.72883	2.32133	1.87791	2.2425	2.08073	1.69999	2.55291	1.67989	2.06695	2.64327	2.75909	2.28721	1.95767
Rwdd3	3.2249	2.84567	3.70557	1.49222	2.02185	2.87435	2.49297	2.82702	1.91067	2.67452	2.64719	2.90105	3.24476	2.95171	2.41426	4.24043	2.97778	3.45426	2.48566	2.49087	2.23744	3.97112	3.17082	3.75119
Rwdd4a	10.0679	9.28025	9.9271	19.4024	19.6026	16.6666	10.1014	10.8139	9.81209	15.7307	19.1356	15.2402	11.9273	11.8649	12.06	17.6685	16.345	17.556	11.107	12.3225	11.7866	16.2925	16.1755	15.2198
Rxra	5.56125	5.28396	4.70161	11.9966	11.2453	12.4724	4.84126	4.16433	5.22539	11.3133	11.6305	10.9129	3.26156	3.5284	3.70757	10.3635	9.58662	9.38068	2.80151	3.23826	2.71678	8.56867	7.68527	8.31623
Rxrb	9.48396	9.27325	9.33973	8.72146	9.04994	10.6014	9.25898	9.44119	9.13656	8.1494	8.58179	8.2881	9.22735	8.90347	9.69783	7.26596	8.17005	8.4683	9.39135	10.0147	11.0589	7.47075	7.75529	7.34034
Rxrg	0.675289	0.93348	1.05696	1.71443	2.33663	1.6198	0.448739	0.498683	0.746708	0.420522	1.356	1.07918	0	0.358122	0.441733	0.66149	0.188551	0.456983	0.217698	0.576143	0.560212	0.666324	0.528856	0.549841
Rybp	3.17453	2.97611	2.56247	3.26123	3.22689	2.72633	2.91512	2.68723	3.44896	3.09575	3.42904	3.45333	2.68605	2.94335	2.6359	2.79199	2.42189	3.05491	2.42201	2.36069	2.27999	1.93452	2.5874	1.83041
Ryk	15.2179	14.8154	15.3987	15.5862	14.6912	15.2795	17.5776	15.3399	16.8786	16.2654	17.3248	15.7751	16.4574	15.8916	16.642	15.8197	14.214	16.2426	17.0017	18.6943	17.7671	17.1145	15.5951	16.7935
Ryr2	2.42301	2.17689	2.27227	0.449713	0.382322	0.371271	1.73576	1.605	1.889	0.276668	0.332581	0.362296	1.19525	1.19791	1.17182	0.306764	0.209547	0.316854	0.648927	1.07047	0.93044	0.192953	0.188915	0.309712
Ryr3	0.282133	0.247876	0.156111	0.260462	0.325758	0.278236	0.271556	0.273201	0.413835	0.44469	0.33035	0.394913	0.0608481	0.11194	0.132698	1.23011	1.05802	1.30043	0.0744893	0.0890755	0.136896	0.816841	0.882853	1.16087
S100a1	7.23678	6.40611	7.71329	0.607744	1.10069	0.707195	11.4556	8.40891	8.25081	0.560746	0.318222	0.676882	1.24934	1.47421	2.6356	0	0.926788	0	0.479428	1.49091	1.27224	0.179336	0.773778	0.4548
S100a10	10.2646	15.9378	13.5979	2.785	2.02345	0.868608	7.19944	6.48685	9.68752	1.20714	2.04221	2.1844	3.8056	2.56806	4.58139	1.47256	1.49	0.548167	4.99871	4.6285	3.95244	1.14127	1.1716	1.44834
S100a11	13.7271	12.1244	18.1578	19.6136	23.8765	18.4201	15.4379	19.7963	18.9727	21.3704	26.7685	29.3334	11.5531	15.077	11.3357	14.9848	19.6196	17.2617	11.6229	10.7669	3.76577	11.5097	16.2274	7.59323
S100a13	2.38701	3.36901	2.62079	0.482152	0.586401	0.568234	2.70437	2.98709	2.44514	0.603066	0.252671	0.27257	1.80391	0.702355	1.35813	0	0	0.158394	0.925353	0.983938	1.40168	1.11568	0	0
S100a16	11.4656	11.5375	10.8158	21.3555	18.4167	21.1925	9.48365	7.76925	9.31993	16.7966	18.582	17.9941	7.08348	6.62628	6.26645	8.82104	10.338	9.63828	10.0088	5.92744	7.96776	4.56798	5.9759	4.91793
S100a4	5.76422	9.2529	9.32534	251.842	232.871	261.258	4.66862	3.26389	5.43985	144.039	185.818	171.649	1.50962	2.31334	1.98498	77.3402	73.3205	57.8266	0	1.29458	0.5496	37.6513	28.5126	29.9839
S100a6	22.1835	26.4889	27.4577	65.0346	78.6782	97.1617	35.5351	37.7497	42.8987	53.5599	72.6755	63.6941	6.99218	8.93984	7.57057	25.9284	22.0115	17.4388	5.31835	6.01218	5.13907	12.8553	18.6535	16.6856
S100a8	0.350123	0.349203	0	0	0.410074	0	0.804778	0.419317	1.30414	0	0	0	12.5964	4.77014	5.31205	0	3.65376	0	5.54066	15.874	7.82835	0	0	0
S100a9	0.411349	0.408668	0.339854	0	0	0	0.680991	0	0.504074	0.24069	0	0	8.62843	3.69783	2.71869	0	4.25028	0	3.6201	9.73317	8.77853	0	0	0
S100pbp	22.2085	23.5404	21.2209	15.7772	16.501	14.751	26.7802	22.6658	27.6301	16.0835	18.561	18.6258	28.9092	26.2487	30.2218	20.4914	16.9485	19.6529	29.0283	31.391	29.242	21.5745	21.3866	21.5501
S1pr1	1.94953	1.91526	2.38115	0.374868	0.337218	0.477826	2.84282	3.60081	3.84915	0.275231	0.613009	0.371249	1.8268	1.60201	2.78853	0.309004	0.390909	0.33099	2.90434	2.48338	2.73091	0.317222	0.388253	0.115821
S1pr2	0.935238	1.33445	0.994213	0.0902049	0.0561539	0.147721	1.57699	1.59527	1.5048	0.119096	0.189645	0.107106	1.43921	1.64681	1.40904	0.100407	0.211574	0.149317	1.7815	1.85154	2.16688	0.245611	0.035074	0.156917
S1pr3	51.5931	54.2294	59.2278	1.9454	2.20506	3.01784	64.5676	67.5616	52.1827	2.89048	1.84386	1.83019	71.7299	64.1503	67.3588	1.78688	3.66957	2.61431	67.9737	69.8294	73.641	5.72916	3.60158	5.36969
S1pr5	2.16088	1.87544	1.94316	2.77989	3.90668	2.73611	1.74341	1.11894	1.02352	3.08693	2.27259	3.32587	1.74666	2.1802	1.57865	3.28686	3.5396	4.66856	1.31065	2.21557	1.6808	4.57824	3.77091	3.66004
Saal1	2.52878	2.65106	3.27277	3.88612	3.69407	4.91054	3.71627	4.32896	3.70261	4.27575	3.83939	3.95219	3.59848	3.16242	3.31966	3.71065	3.4117	3.8539	4.43526	4.32789	4.42009	2.55617	3.04379	2.96094
Sac3d1	3.77405	4.60679	4.17961	3.46797	5.61252	5.61053	4.71298	3.90584	4.1737	4.57225	5.14215	5.25232	4.84637	4.66421	5.43043	4.18087	4.59947	3.23444	4.42105	4.16394	6.80464	3.50346	3.95988	4.68581
Sacm1l	9.50994	9.33478	8.14994	11.1734	11.6805	11.8234	9.67095	10.2934	10.8645	11.1276	12.7418	11.824	12.4722	11.0223	11.4738	15.1954	13.9549	14.7533	11.5872	11.885	10.2211	15.3401	13.9705	15.5127
Sacs	1.81332	1.78214	2.05808	3.78229	2.70672	2.36495	1.70356	1.60744	1.73079	2.92345	1.57479	1.87119	1.3929	1.33101	1.31227	1.99966	2.49052	2.05865	1.18486	1.27684	1.23546	1.48529	1.59772	1.5602
Sae1	24.2109	26.6026	30.507	28.2187	27.5085	31.4271	32.0423	32.1093	29.8584	28.4802	32.3899	30.7929	37.1788	32.7284	36.5344	29.5899	30.0505	28.0148	44.6744	42.2504	45.2822	31.4387	29.3305	30.1039
Safb	17.2431	15.5694	17.7777	14.7255	14.7802	13.8844	19.0563	19.6807	18.3707	13.417	13.5715	14.1064	19.8282	21.0854	20.947	15.1687	15.5957	14.2232	20.6413	21.8009	22.2654	14.1652	14.1578	14.3723
Safb2	10.5417	10.0095	10.5981	9.61905	8.8103	10.1189	10.4393	11.6432	9.56896	9.91077	9.30669	10.6663	12.2192	11.9228	10.4484	9.09553	10.8235	11.7515	13.0731	12.1922	13.3005	10.3718	9.03985	10.6201
Sall1	12.7013	12.2659	12.7743	49.7093	48.4218	49.5932	14.0221	13.2003	11.4999	56.3533	53.1975	50.6493	22.1081	23.2024	23.253	43.9377	43.3443	47.754	20.3548	20.2553	22.3946	39.4244	41.6234	40.3657
Sall2	8.57552	9.18424	8.60296	1.56676	1.60267	1.56281	9.84599	10.0534	10.6815	1.94362	1.72846	2.05351	9.09747	9.25546	10.0881	1.76995	1.83086	1.71896	9.18345	9.21967	9.24011	2.35012	2.26272	1.42224
Sall4	0.0512949	0.0248734	0.010867	0.140705	0.117227	0.0197955	0.366141	0.192513	0.241513	0.0958957	0.0494976	0.114923	0.663133	0.632862	0.699184	0.557606	0.452614	0.466863	3.13443	2.73739	3.75694	1.18545	0.892688	1.06572
Samd1	5.14345	6.54717	7.64125	2.53386	3.06909	3.61662	9.25538	9.65611	8.6068	4.82587	4.65995	4.22991	8.5247	8.9104	9.59163	5.17791	4.89428	4.02364	10.31	8.97633	10.6997	4.43976	4.60865	5.36004
Samd10	1.52336	2.20473	1.42723	0.37438	0.542665	0.559918	2.2877	1.69125	2.71944	0.696822	0.655735	0.885131	1.28849	1.27554	1.75803	0.741804	1.07141	1.36244	2.21645	1.68157	1.7111	1.50285	1.41512	1.30867
Samd12	0.958346	0.605822	0.146158	0.663614	0.610741	0.264804	0.926782	0.879459	0.528274	0.423567	1.04447	0.477692	0.223719	0.645107	0.56636	0.248484	0	0.874602	0.369587	1.52522	1.67892	0	0.805721	0.477451
Samd14	15.3869	15.2504	14.3864	1.0193	0.98792	0.588249	14.8072	14.7375	14.1521	0.874073	0.674705	1.07783	8.14955	9.09842	8.77138	0.811962	1.00425	0.600086	8.30915	9.99451	8.90021	1.18976	0.673617	1.15351
Samd4	1.36061	0.986444	1.22704	0.17899	0.153798	0.0975421	1.43559	1.20808	1.83417	0.119067	0.188443	0.131242	0.489453	0.542604	0.739733	0.149039	0.105306	0.105062	0.606113	0.713863	0.671111	0.11916	0.12115	0.185668
Samd4b	15.3679	14.6195	14.5866	12.5777	11.638	11.1885	14.9268	15.7978	13.5123	11.3538	11.5166	11.8095	16.1138	16.5461	18.9636	12.2279	12.4827	13.1408	16.127	17.8654	18.3367	12.8246	14.5147	11.8544
Samd5	25.1921	22.9129	23.2253	31.5568	30.1006	33.6752	25.0652	20.3158	23.3759	34.906	32.6279	35.2725	25.0697	30.7735	26.9378	36.2702	36.0395	39.2227	22.0625	24.9813	21.685	34.5194	34.9813	33.9451
Samd8	11.1576	10.2395	11.4686	16.3094	17.7496	20.8687	10.7941	10.2189	11.6558	18.324	16.3545	16.7034	11.1269	10.7611	11.7326	14.9084	15.5406	16.8725	10.3273	11.2817	10.1508	14.6117	16.2456	15.83
Samhd1	4.58212	3.98003	5.15452	3.34689	2.68814	4.30134	5.73529	5.26212	5.9897	3.54837	3.84339	3.85457	5.71259	6.53419	6.74939	3.73351	3.15817	3.94875	8.51016	8.45659	7.1094	4.20136	4.60747	3.65436
Samm50	19.9556	20.0408	20.8523	44.0573	43.543	37.2444	20.0485	18.4407	17.6477	38.1431	39.8328	40.947	23.2049	23.0513	20.4337	34.1049	37.2215	34.5286	23.9613	21.6578	27.0733	30.7926	32.1197	34.0812
Sap130	9.80628	10.1523	9.01421	11.0868	9.25662	8.7266	11.1866	10.738	12.1629	10.7985	10.0054	10.4415	10.6489	11.4118	14.0134	11.6882	9.81345	11.1807	12.4597	13.3636	13.4495	11.4724	12.0383	10.2247
Sap18	3.26723	3.81968	3.9541	3.17799	3.89348	4.08859	3.30547	3.69191	3.10664	2.89201	3.34112	3.54576	3.45353	3.63977	2.67023	3.32077	3.8433	4.23386	2.89305	2.93108	2.65041	4.39338	3.66825	4.41185
Sap25	1.03666	0.962769	2.25214	0.500774	0.271858	0	0.019523	3.15023	1.77449	0.853746	0.280506	1.01432	3.44955	1.19002	1.3157	2.08818	0.596617	1.3921	0	0.00653391	1.62666	0.650444	1.45318	0.0527107
Sap30	6.0728	8.47231	6.25115	6.61384	6.72286	5.82001	8.1911	9.01099	9.38505	5.85464	6.42988	7.91435	8.95546	7.20744	9.28577	8.04495	6.46221	7.59971	8.8363	7.96368	8.58102	7.10098	5.56903	8.70561
Sap30bp	10.3043	10.504	9.01725	10.7446	8.78208	9.17441	9.49441	8.51473	8.29583	9.69887	9.24459	9.17232	9.0831	8.86897	9.84157	10.1783	10.1022	8.89699	9.46538	9.5713	10.1377	10.6639	9.58351	9.13814
Sap30l	6.60129	7.53582	7.70026	6.7221	7.28487	8.03639	5.75679	7.03225	7.47092	6.97922	6.22533	6.18014	6.85526	5.98189	6.67455	4.60948	5.0266	4.85247	7.17882	7.0097	6.87644	3.80633	4.53472	5.54285
Sapcd1	43.1905	55.1972	59.2085	70.8098	68.8379	59.0141	50.3725	56.3385	42.3329	63.0416	64.4001	61.1571	67.2601	62.5308	61.7706	50.8514	63.2831	50.0424	58.3327	52.1321	67.0015	52.0686	58.2946	50.8587
Sapcd2	0.878696	0.892589	0.976264	0.0758153	0.0944764	0.062173	1.14804	1.07733	0.847995	0.0250703	0.11573	0.0901881	1.09664	0.986588	0.977154	0	0.0889759	0	2.22548	1.88026	2.38132	0.123598	0.147058	0.12737
Sar1a	35.6338	35.5907	34.2513	50.6793	51.9028	49.9055	37.3286	35.3096	36.4498	45.4744	48.31	50.2589	36.1262	35.5589	34.2541	44.5514	45.9452	46.1442	35.8758	35.6827	39.2166	42.6668	45.5104	46.6366
Sar1b	18.7309	18.7292	17.7471	61.0348	61.7681	50.4416	19.002	17.6581	22.0845	51.5585	62.1755	52.5109	24.1594	23.9713	21.8944	65.4417	63.0772	60.1899	22.6981	23.779	25.3969	69.9061	66.521	71.0306
Saraf	23.9039	23.8623	19.6881	39.4131	38.1676	36.5971	22.7965	24.7252	23.1899	39.9918	37.3764	37.8453	20.0339	21.494	19.7467	32.2112	30.4122	30.8781	15.3889	16.2586	18.9226	28.5627	30.5698	30.3033
Sardh	6.84304	7.27073	7.1954	8.10633	8.46825	7.34989	5.86833	6.58427	6.62552	7.93453	7.27764	7.58193	5.62779	6.00634	5.51768	6.10698	6.51786	6.9059	2.80918	3.60638	2.5397	4.08421	4.95522	4.15834
Sarnp	2.80759	3.08281	3.41478	3.22753	3.109	3.82821	2.66159	2.61789	3.31179	2.88639	2.65138	3.17174	2.82992	2.52451	2.74994	3.98561	3.69553	2.77694	1.44272	1.73042	1.63832	2.04514	1.35133	3.00721
Sars	14.8885	15.4394	15.1389	42.5521	40.6212	42.116	14.5238	15.6898	13.9793	38.8606	37.5015	34.785	17.2142	19.6161	16.9831	36.287	39.4118	36.2629	17.7875	17.403	19.3196	33.6487	36.4009	35.3194
Sars2	4.34466	4.57311	3.76286	2.3604	1.85289	1.92266	3.62653	4.13341	3.42465	1.72958	1.96966	2.00706	4.90596	3.91927	4.60696	2.3225	2.38248	2.75536	5.44131	4.88828	6.2525	2.43729	3.42829	3.30672
Sart1	7.51248	6.99582	7.38393	11.3653	10.6697	11.5377	6.92522	8.02872	6.20796	9.98423	9.58083	10.2333	7.74373	7.83478	7.10494	10.4988	10.0501	10.8682	9.57291	8.77779	9.22377	8.90093	9.00017	9.20669
Sart3	10.7786	9.64545	10.2853	7.36391	7.79417	6.47071	11.3869	11.7693	9.54487	8.04926	6.64649	7.87783	11.878	12.8875	10.6282	7.41767	8.07391	6.76453	14.3445	13.7866	14.4375	8.52342	8.26486	8.50792
Sash1	6.64984	5.86234	5.37293	14.7835	13.653	12.9386	5.1457	4.46271	4.18001	11.411	11.9686	11.2165	3.55399	4.25296	3.97102	6.20573	6.96481	7.75515	3.59897	3.30565	3.88194	5.24042	4.85623	5.63638
Sass6	2.4294	2.36866	2.39454	1.20507	1.30631	1.06096	2.44983	2.56554	3.13238	1.50313	1.11608	0.992023	3.67387	3.35272	4.32313	1.55218	1.21316	1.71069	4.52212	4.35843	3.90897	1.44581	1.44826	2.18611
Sat1	26.6451	23.3477	20.1002	1.55532	0.844026	0.801457	19.533	18.8853	15.174	0.649967	1.6985	1.73777	18.2153	16.8932	17.2214	0.650287	1.83419	1.64273	10.6664	14.5131	10.8235	1.04121	0.794653	0.707991
Sat2	4.60413	6.0669	4.01587	7.1668	3.73171	4.70556	2.90467	3.43323	2.96427	4.21595	2.06757	4.93628	3.14582	3.39578	3.32078	5.23818	4.70062	3.77618	1.87352	2.60438	2.33045	4.16759	4.37036	5.17561
Satb1	5.2482	5.14462	4.9155	6.26979	6.23113	7.50786	5.43473	5.50525	4.86462	7.13167	7.05565	6.71755	7.18354	7.84763	7.32882	8.59329	8.43552	9.03348	7.70985	7.97065	8.05529	9.47178	9.58133	9.39048
Sav1	10.9433	12.163	10.9464	7.16989	6.54804	7.0695	12.1955	10.9851	12.4262	7.64112	8.44487	8.01845	11.4675	11.8818	12.1733	7.7766	8.14539	7.20355	11.5048	12.1761	11.8364	8.15524	7.84432	7.76097
Saysd1	1.43325	1.89891	1.61561	1.79917	1.43309	1.37781	2.02948	2.09826	1.62222	0.961977	1.77277	1.16496	1.6093	1.03998	1.61707	1.08568	1.09774	1.11633	1.47412	1.08941	1.65845	1.93535	1.36032	1.64811
Sbds	10.0341	11.181	13.6439	14.6162	13.8237	15.8812	9.65859	10.7432	11.3934	12.8238	14.4238	14.8232	12.1335	12.1543	13.6633	13.8496	13.3785	13.467	10.9443	13.0867	11.7036	14.516	13.4158	15.594
Sbf1	9.2278	9.77606	9.5866	16.305	16.3177	19.1987	10.4303	11.1177	9.65378	18.8194	17.3751	17.8033	11.3223	11.9073	11.5824	17.0557	17.7433	19.51	12.0368	12.5487	14.3223	15.9345	18.8003	16.3781
Sbf2	17.031	17.032	17.3356	18.8941	17.9239	18.3074	16.8696	16.5561	14.9207	19.4198	17.7661	17.6823	19.8596	18.3871	19.5448	18.8452	20.1375	19.1875	19.2542	19.9741	16.9297	20.6231	19.9346	21.5082
Sbk1	6.52539	9.15184	6.71161	1.90149	1.65642	1.76032	8.21817	8.75384	9.63354	1.78083	1.8406	1.69082	5.52835	6.18733	6.64071	1.90163	2.00873	1.63969	7.9765	7.55398	6.29271	2.51992	2.1723	2.008
Sbno1	14.695	12.714	11.0546	11.96	11.6941	10.2542	12.2874	10.6047	14.1305	11.9557	13.4503	12.9615	13.0019	14.5628	13.6661	11.5438	11.5642	13.8019	13.4042	14.4182	13.398	12.1058	12.1438	11.9383
Sbno2	3.43549	2.88234	2.77954	1.71798	1.68204	1.7383	3.16532	3.15905	2.52973	1.57866	1.30618	1.67131	2.78769	2.81864	2.86927	1.62559	1.65617	1.68126	2.27538	3.35918	3.49993	1.68899	2.10425	1.7383
Sbsn	1.38792	1.48722	2.24207	1.55552	1.10195	1.22323	1.39057	0.846565	0.869818	0.976325	0.298048	0.638495	1.05634	1.3852	1.21647	0.758238	0.442939	0.989971	0.963063	0.673699	1.06484	0.68156	0.862497	0.667129
Sbspon	1.50157	1.27196	1.16625	0.0926068	0.144102	0.151616	1.25929	1.51137	1.48533	0.183338	0.146018	0.164886	0.184718	0.247959	0.241205	0.10309	0.0723939	0.0306571	0.0326759	0	0.14838	0.0252242	0.0360219	0
Sc5d	6.0724	6.88723	8.34789	11.3204	10.2673	11.8852	7.08895	5.79821	7.9982	13.411	13.3544	14.4575	5.84482	7.3376	6.3464	11.8405	11.4102	13.6456	6.5116	7.04431	6.32312	12.4393	12.0418	11.9773
Scaf1	16.7023	17.6136	16.8257	27.7307	25.5101	27.5379	16.9005	18.2415	16.3112	28.6874	27.977	24.5384	19.3425	20.3193	20.5198	24.4719	26.8244	26.3945	21.6278	19.978	23.9171	23.6271	23.7184	21.9971
Scaf11	19.2909	17.9429	17.4546	14.1514	13.5142	13.6478	19.3108	18.5147	20.0921	13.5516	13.0998	13.8332	21.1929	20.8733	21.8253	14.0704	13.913	14.0508	24.0556	24.456	22.4764	15.4454	14.4098	15.3288
Scaf4	10.5471	10.5039	11.6399	11.2815	11.3961	11.2499	11.6871	12.2987	11.7904	11.9109	11.2711	11.7736	11.6514	12.8408	12.2881	10.5128	11.4332	11.699	13.7899	14.0112	13.9343	11.1675	11.4137	10.162
Scaf8	16.7587	16.8401	16.5917	18.0243	17.7644	18.7859	18.2596	17.9909	19.2392	17.7164	16.8146	18.4407	18.9643	18.8258	17.2833	19.3258	18.8001	19.6457	19.3871	20.6026	18.4592	18.5899	17.5919	19.0235
Scai	9.60492	8.5542	8.35351	2.77033	3.29646	3.94612	7.5811	7.30431	8.6558	2.99609	3.41679	3.24497	8.59024	7.35884	8.09075	4.31513	3.85764	4.15302	6.43057	8.38735	6.32443	5.07406	4.79221	4.64844
Scamp1	12.8734	11.654	11.4445	19.0774	19.341	20.6717	11.421	10.2575	11.7504	17.7616	18.8293	18.2177	9.40448	10.0823	11.0526	17.0524	16.7008	19.5	8.24198	8.73296	7.92484	16.2304	17.2495	16.8559
Scamp2	13.1668	13.4332	11.8266	10.2694	10.3328	10.0144	12.8461	10.9417	10.6207	9.52194	9.45873	10.6254	13.2658	13.4646	12.4822	9.38942	9.78893	11.1454	11.4193	12.1764	11.9576	11.1884	11.0277	10.7481
Scamp3	15.3452	13.5229	16.1899	53.1286	56.4502	53.7433	15.6043	15.4205	13.9492	56.466	57.0177	56.7204	14.4813	18.2675	17.5788	46.4174	46.3592	45.4215	16.4752	14.4937	19.5184	43.3313	51.9243	41.2912
Scamp4	12.8223	14.1084	14.8444	36.2087	35.6713	40.1502	13.3631	12.3868	11.7377	35.4636	32.273	32.7495	14.3036	14.4794	13.7734	34.5432	32.3928	35.4282	15.2567	13.9706	16.9205	34.0341	39.9602	33.9306
Scamp5	5.54826	5.48976	5.4319	57.355	56.2028	63.378	3.9374	3.64989	4.31758	48.8929	49.1676	51.9821	3.1853	3.81752	3.66221	39.6723	39.3706	41.9816	2.94826	2.84729	3.63937	26.2623	33.538	29.896
Scand1	15.3183	18.0747	21.3655	88.2184	68.5646	67.8663	17.176	20.2233	13.4384	48.9577	71.4479	55.1339	10.9255	11.8903	14.7833	40.9654	24.2384	25.2336	11.5764	10.1029	18.6764	20.7883	30.5553	22.2392
Scap	9.81791	10.2591	10.4962	7.52587	6.42967	7.04636	10.2922	10.438	10.183	7.40654	7.93671	7.47085	11.0691	10.5999	10.3283	6.4717	7.64173	7.47765	11.7843	10.9721	12.564	8.20043	9.05009	7.68929
Scaper	8.26242	7.17991	8.08018	6.25754	5.52594	6.02509	7.27164	6.93809	7.28137	5.65004	5.45898	5.96371	7.54573	7.71976	7.53848	6.73054	6.73695	6.98823	6.65802	7.73903	6.53425	6.4448	6.85393	6.62072
Scara3	3.10666	3.53374	4.21822	0.917918	1.00672	0.903551	3.74778	2.97744	3.3234	1.16621	0.617616	1.04856	3.82847	4.88041	3.71589	1.00747	0.919355	1.09436	4.18089	5.11973	5.7032	1.01717	1.16748	1.50392
Scarb1	10.0758	11.8721	12.4242	3.97683	2.93068	3.81466	11.1304	9.97681	9.57361	2.86262	3.10827	3.17268	8.67252	10.2737	11.2405	2.39053	2.61207	2.51906	10.4815	11.2384	13.4939	2.31196	2.34588	2.78108
Scarb2	14.9879	15.6088	13.8473	10.6928	10.8176	12.1418	11.0797	10.7254	12.5873	9.11282	10.5612	11.0092	11.3105	11.3745	9.95999	8.6349	9.10762	11.0408	9.97077	10.4859	9.20873	8.88135	10.2496	9.14441
Scarf1	1.23805	1.09098	1.20574	0.0878582	0.0820512	0	1.75528	1.70361	0.81744	0.029009	0.0461785	0.104351	0.992787	0.898235	1.54323	0	0.103047	0.0290878	1.57946	1.61128	1.7579	0	0.0341485	0.0305571
Scarf2	4.75597	5.10661	5.01568	0.227247	0.401166	0.372723	4.89578	4.97995	4.10867	0.375807	0.31854	0.54065	5.71073	5.69807	5.58009	0.477529	0.266691	0.576949	6.04602	5.84744	9.39321	0.740898	0.675834	0.683857
Scarna10	0	1424.41	346.654	2980.34	1392.78	1395.97	877.813	859.739	827.955	585.955	414.357	1121.09	590.854	0	0	174.809	0	539.114	658.681	0	1084.08	0	0	459.724
Scarna13	454.624	508.235	479.667	643.369	589.65	528.424	459.114	386.594	336.601	477.805	416.984	486.387	401.371	495.039	365.86	459.203	553	458.819	329.265	342.55	441.468	333.182	463.7	333.574
Scarna17	1525.39	4920.6	1568.31	0	1997.34	686.55	0	840.964	408.544	664.193	1684.01	1914.17	1124.54	1086.16	0	1547.93	2222.87	1080.38	2106.22	1224.21	0	2728.49	0	894.555
Scarna2	0	5450.45	1735.03	0	0	2239.33	2574.99	1828.67	2670.34	1469.29	918.765	2433.41	0	1773.22	842.439	665.283	1216.07	1766.76	0	1339.34	0	998.808	0	2431.79
