gene	P1_epi1	P1_epi2	P1_epi3	P1_fiber1	P1_fiber2	P1_fiber3	E18_epi1	E18_epi2	E18_epi3	E18_fiber1	E18_fiber2	E18_fiber3	E16_epi1	E16_epi2	E16_epi3	E16_fiber1	E16_fiber2	E16_fiber3	E14_epi1	E14_epi2	E14_epi3	E14_fiber1	E14_fiber2	E14_fiber3
0610007P14Rik	14.4414	13.707	16.2196	8.18884	9.49807	8.56451	15.1215	15.6144	16.936	9.9485	9.62463	10.9579	16.643	16.2273	17.7107	12.8629	14.2253	12.2632	16.1196	16.6002	19.2815	13.4216	15.8907	14.1594
0610009B22Rik	13.413	12.6782	14.2948	25.8553	32.8359	24.5503	13.8966	12.7718	10.9058	22.064	32.5351	25.7054	16.5362	13.9671	14.7917	25.3276	24.036	21.7733	13.4498	11.0755	10.303	21.78	23.9383	21.6793
0610009L18Rik	2.80355	3.24845	3.88368	4.81188	5.81195	4.43554	3.04548	1.74303	2.8491	4.99881	5.0393	6.03366	2.67806	2.91819	1.51963	3.41333	6.19319	2.76014	3.08013	1.26287	0.718501	4.07818	5.35485	3.82257
0610009O20Rik	12.3372	13.052	11.8295	17.2171	15.8101	18.1924	13.3718	12.3081	11.0409	16.1774	15.8975	16.5856	11.7426	12.0623	12.9941	16.6875	13.5333	15.4432	12.7566	12.4904	14.2809	15.5785	16.5631	17.0954
0610010F05Rik	3.97619	3.92353	3.68921	4.3627	4.46021	5.46655	3.78891	3.06954	4.25431	3.62804	4.11753	4.49968	3.9051	3.66039	4.0586	5.80349	5.00231	5.83385	5.0038	4.37767	4.91372	5.63643	5.22056	5.60375
0610010K14Rik	16.3197	24.137	21.6133	10.8731	13.243	10.6614	23.8742	22.2356	19.3312	11.3672	12.6877	12.0646	20.6327	24.9439	20.5867	14.6384	17.5177	11.5932	23.9352	22.2125	29.7513	16.3409	15.4075	12.9915
0610012G03Rik	6.6646	6.57235	8.42854	19.4612	17.7455	17.0641	7.37654	6.70658	6.37478	14.0181	15.5046	16.0965	6.03431	6.99828	6.736	12.6743	12.2894	10.8105	7.17484	7.05112	8.40254	12.418	12.5554	11.9341
0610030E20Rik	4.87826	4.58157	4.74238	2.80544	3.22002	2.80681	5.50275	5.15171	4.53923	2.95082	2.22632	2.98393	5.44255	5.06497	5.18202	2.84377	3.48268	3.45478	5.79818	5.99277	5.9861	3.26785	3.47781	3.35311
0610037L13Rik	12.9565	13.5329	14.4656	29.4895	28.1875	25.8052	10.6863	14.2809	12.0562	24.7934	23.4413	25.603	13.9035	14.2676	13.0945	24.4491	27.026	20.2375	12.2693	12.1358	13.3906	22.0915	21.1378	23.1597
0610040B10Rik	2.22947	3.05008	1.59998	8.84821	6.18108	4.92053	1.57037	0.676298	1.03124	4.488	4.6291	3.79338	2.72387	2.40614	2.64052	2.55824	4.54258	3.59942	1.41543	1.73631	1.09764	4.93138	5.6038	3.9754
1110002L01Rik	3.65706	3.79472	4.27608	7.25288	7.2634	7.50489	4.6347	3.75108	4.67998	8.18861	7.42535	7.34021	5.92748	5.76839	4.95403	8.05473	7.78384	9.35581	4.75349	5.20365	4.58778	8.6666	8.19033	7.99055
1110004E09Rik	8.8405	11.1426	10.323	26.1477	26.0718	20.1413	8.22873	10.3701	10.1442	17.928	19.0464	19.8699	10.4099	8.63966	9.41112	21.6692	22.3211	20.3136	10.4054	8.7895	11.7464	17.9389	17.9798	17.7092
1110004F10Rik	23.7801	28.1846	22.974	21.741	21.8331	21.9533	24.703	24.0643	23.0854	17.4395	19.7973	21.371	26.0883	27.1207	24.2032	21.4017	24.8171	21.9415	28.574	28.9783	27.2952	23.5202	22.4235	23.2455
1110006O24Rik	2.04291	1.35275	1.23317	1.52079	1.85481	1.02922	1.33874	1.56636	0.689614	0.410229	0.683355	1.11181	1.32637	2.11053	2.57532	0.816684	0.501071	1.28588	1.81533	0.584516	2.62437	2.12054	1.25273	0.951603
1110008F13Rik	19.9372	22.1892	21.2226	24.775	29.3481	22.8392	24.3878	22.2839	26.0621	30.4597	29.8908	28.2071	22.8812	23.6762	25.422	31.1867	31.9765	27.9866	30.6642	25.4366	28.6022	26.8341	32.8158	27.8846
1110008L16Rik	3.54435	3.56477	3.29084	2.8671	2.36434	3.01197	3.49532	3.272	2.98046	2.90957	2.92917	2.76033	3.70262	3.7748	3.88271	3.11533	2.9691	2.83472	3.83766	3.98544	3.14104	3.9966	3.60579	3.05881
1110008P14Rik	10.6698	14.2705	15.6354	66.0153	68.6982	57.7209	11.5427	13.8372	9.01114	55.531	63.4197	49.6232	12.9067	14.6243	17.0124	50.8816	49.2206	42.7805	11.0937	11.3563	14.7097	53.4818	50.6227	52.6387
1110012L19Rik	4.83114	5.61171	5.43349	6.35299	4.08315	4.417	5.35569	5.92485	4.86245	3.53827	3.55654	3.84469	5.59979	5.42277	4.1036	2.84922	5.24839	2.97992	3.62999	3.29983	4.47548	5.38265	4.87298	4.03486
1110019D14Rik	1.94742	2.08003	2.42215	2.11625	2.05038	2.16301	2.20138	2.16816	2.23685	2.51759	1.8364	2.53691	3.07514	1.88018	2.19572	2.19265	3.22226	2.00672	2.77988	1.75287	2.00399	3.1508	3.12438	2.9183
1110020A21Rik	0.294792	1.15323	1.23449	1.6878	1.83624	1.04295	1.04884	0.865849	0.835004	0.475965	1.18028	0.859335	1.14091	0.729024	0.516728	0.562695	1.40372	0.987785	0.702934	0.622056	0.46888	0.853372	0.764565	0.407251
1110032A03Rik	5.35442	6.23787	5.53838	10.4466	10.0224	8.07083	4.22655	4.11845	4.3318	8.56529	8.22062	6.7302	4.91346	3.77133	5.79037	7.99323	6.75025	7.65425	4.02598	4.50004	4.30676	7.19643	6.07917	6.74893
1110034G24Rik	2.23811	3.26147	2.43212	0.940156	1.22182	1.29505	3.19127	3.73291	3.78878	1.16307	0.987551	1.59862	2.9543	2.97312	2.80667	1.68057	1.17042	1.42898	2.23368	2.68899	2.66422	2.70183	2.08018	1.72382
1110037F02Rik	11.3582	10.0588	10.0109	11.4725	10.837	10.3793	11.9358	12.0673	11.8043	10.3049	11.2642	10.6364	12.9196	12.8348	13.2819	12.3013	12.734	12.2041	13.5107	13.6113	12.9478	11.7565	12.4291	12.7149
1110038B12Rik	28.2989	23.6453	27.5932	27.0933	27.7382	19.037	31.3389	29.0441	23.465	26.2816	20.908	16.0123	37.8129	41.527	41.7295	26.2867	30.5419	19.474	50.2728	37.335	48.1321	32.27	28.3789	30.436
1110038F14Rik	9.84473	10.1645	10.1163	5.5676	6.63826	5.80679	9.27602	9.84278	7.66586	4.98905	4.99059	5.66158	9.69795	9.52562	8.93685	6.30813	5.31687	5.82123	8.57402	9.88042	11.9875	6.41323	6.32313	6.99672
1110051M20Rik	12.289	13.4768	11.7053	14.1825	16.0023	11.7617	12.0646	11.5868	11.3429	13.2146	14.1179	12.8786	13.0509	12.2302	12.1412	12.8853	13.831	12.0788	13.1218	13.9853	13.6331	12.4993	14.7963	12.793
1110059E24Rik	12.0523	10.8489	10.4629	12.3692	10.664	7.88606	11.4375	9.43139	10.2775	9.50321	9.82076	8.84392	12.1165	9.76077	12.7456	11.1016	11.1361	9.58876	11.2353	10.4154	10.3649	11.8	10.2475	12.5808
1110059G10Rik	2.2388	2.18538	1.52635	2.04781	1.80961	1.92392	1.73505	2.05492	1.21894	1.2317	1.87889	1.74979	1.40958	1.45026	1.64285	1.90529	1.95187	1.65225	1.51823	1.45401	1.22824	1.27437	1.79059	1.52528
1110065P20Rik	15.3837	16.0213	13.9731	28.2074	23.7998	18.9734	10.7622	12.2436	11.4154	19.784	17.2767	21.7502	12.416	10.1346	10.0212	15.3836	19.2887	17.1619	9.63221	9.61986	10.7546	16.8441	17.9413	11.3985
1190002N15Rik	16.3505	15.6181	13.7069	60.884	60.278	66.0584	14.8407	14.5587	17.4459	51.7712	51.725	41.949	11.1685	10.36	11.1778	20.3946	15.7004	20.1154	7.99936	8.8732	8.4654	4.60534	6.08906	4.84407
1190005I06Rik	1.08895	1.68243	1.55669	2.78351	2.40052	3.65182	1.5605	1.36404	1.02986	2.32671	2.91778	1.64944	0.315243	0.294327	0.813643	1.57129	1.24251	0	0.709415	0.471284	0	1.07039	0.768157	0.510137
1190007I07Rik	4.38485	3.61953	2.22001	2.6173	1.1002	2.20682	3.3633	4.64259	3.6861	1.41717	1.60618	2.87014	3.36828	3.93255	3.31542	1.03828	1.04627	1.78928	3.21918	3.06074	7.36778	2.71977	2.15155	3.44835
1300002E11Rik	11.2524	11.2844	11.2531	11.9472	9.29592	7.81509	11.1823	7.53335	8.9448	8.91205	9.41612	10.9467	11.7442	12.4319	10.9743	10.5852	10.6744	9.64346	11.4609	11.2638	10.6097	10.668	11.1122	8.38633
1300017J02Rik	1.54432	2.13632	1.6895	23.0369	24.5286	16.2998	1.14002	0.735012	0.87742	20.2585	21.7546	19.2037	2.23965	2.49804	2.12524	22.4466	26.0941	23.888	1.85932	1.85398	1.25427	26.1149	25.2404	28.3023
1500004A13Rik	1.18658	1.28798	1.90133	0.823099	0.598572	3.20878	0.684825	0.678112	0.198175	1.70322	0.324515	0.53085	0.364335	0.918433	0.644627	1.29688	0.429471	1.11317	0.842876	0.870499	0.710788	0.595712	1.08965	1.64178
1500009C09Rik	0.140137	0.464127	0.275801	4.67713	4.31738	4.29561	0.196364	0	0.113993	3.68331	7.13825	6.32187	0.471691	0.214687	0.292055	4.20474	4.12215	5.4248	0.253519	0.167835	0.09687	4.57641	5.63775	5.52995
1500009L16Rik	2.555	3.36337	4.03122	1.45294	1.64311	0.682819	3.30621	4.13131	3.17018	1.01716	1.52556	1.62173	4.06039	4.41643	4.95261	1.80731	2.0671	1.9982	5.4673	4.75176	5.54061	1.68673	2.02735	2.15069
1500011B03Rik	13.6705	19.6665	17.757	21.5615	23.8421	20.828	9.38493	12.918	12.5455	19.5696	26.6674	23.2269	11.581	14.2341	13.5981	19.1696	20.17	18.1198	14.3416	13.3302	11.6185	23.7495	21.9525	22.3371
1500011K16Rik	5.57787	6.06314	8.01352	15.0847	15.6066	8.12621	5.0657	7.53984	4.85683	13.0962	15.8196	12.1708	8.03431	6.25373	5.43326	9.36365	11.1505	8.47067	5.76416	6.71296	6.66186	10.5702	9.72101	8.18469
1500015A07Rik	2.19525	2.40692	2.04566	2.99795	2.21471	4.06826	2.81668	1.8344	2.46909	3.50791	2.77514	3.57797	2.42749	1.35479	1.73659	2.12294	3.17277	2.54951	1.83248	1.52708	2.04194	2.62499	2.63138	2.05104
1500015O10Rik	0.838066	1.57249	1.71698	1.06519	0.217548	0.56535	0.793892	1.17346	1.35575	0.564767	0.186247	0.203881	0	0.086277	0.121786	0	0.274023	0.233869	0.132504	0	0	0	0	0.384444
1600002H07Rik	2.32984	1.99353	3.36375	0.853443	0.681768	0.994902	3.42001	3.09907	3.08689	0.921429	0.704718	1.00925	2.84203	3.32319	3.31344	0.86052	0.904134	0.806757	4.41482	3.81819	4.61899	1.73446	1.00068	1.19284
1600002K03Rik	2.45208	1.86238	3.00156	1.38919	2.52349	1.08332	1.87417	3.59573	3.51494	3.09724	1.45526	1.24591	3.037	2.02279	1.78812	2.09854	3.18545	1.82292	3.46809	1.73124	2.62805	2.92769	1.63596	3.09561
1600012H06Rik	7.50061	6.66517	6.49004	9.43485	8.45997	8.05462	7.02502	6.26167	6.39417	7.4001	7.79554	8.82471	7.62037	8.3458	7.92241	9.87513	9.07346	9.02656	7.09453	7.29184	6.34552	9.77761	10.5674	10.4991
1600014C10Rik	2.48836	2.55196	2.50225	2.39874	2.15077	2.42513	2.9059	2.67473	2.89376	2.90738	2.52177	3.01834	2.71788	2.19953	2.4542	2.79148	3.18985	2.84294	2.26182	2.3075	2.34259	4.31291	3.58343	3.64653
1600014C23Rik	0	0	0	1.62345	2.90762	1.23506	0.688269	0.51144	0	0.973445	2.12351	3.31262	0.562699	0.393297	0	0.619196	0.306684	0	0	0	0.253858	0	0.356764	0.312527
1600020E01Rik	7.69902	7.40471	8.09009	12.839	9.37488	8.61839	7.84266	8.12137	6.89452	6.22567	4.16377	8.34609	7.51827	3.95063	7.46204	7.13752	7.04854	7.6638	7.81811	7.06469	5.87572	7.77875	7.66846	7.76492
1700001G11Rik	0.226577	0.450096	0.284067	0	0	0	0.364423	0.284288	0	0.682517	0.90945	0.123317	0.588371	0.315992	0.302365	0.326056	0.166719	0	0.823466	0.437488	0.24943	1.12041	1.60743	0.949722
1700001O22Rik	1.15971	1.91068	1.77836	0.578574	1.25996	1.12941	1.93514	1.29699	1.71369	0.92723	1.18	0.728871	1.4704	1.7587	1.37799	0.572515	0.710398	0.847043	0.837045	2.26432	0.631256	1.07023	1.16739	0.678638
1700003F12Rik	0.96984	1.20408	1.21462	10.2266	9.19632	11.1592	0.651525	1.36664	0.589655	9.76139	9.50165	7.76852	0.157945	0.677223	0.326172	3.84872	3.56845	5.80486	0.355489	0.314911	0.13461	2.54764	2.30949	1.8745
1700007K13Rik	0	0	0.356401	6.31128	4.60109	1.93445	0.227927	0.133826	0	3.34403	2.989	3.25229	0	0.0989064	0	2.59934	1.56725	1.60752	0	0.136058	0	1.74584	0.667675	0.740232
1700007L15Rik	2.00622	2.34429	2.3658	2.71331	2.06612	3.20761	1.26723	0.591688	1.43465	2.55556	1.42222	1.79607	1.68894	1.09814	1.26593	1.19075	0.868407	1.48647	1.55189	1.83266	1.82814	0.911288	2.05505	0.827406
1700008J07Rik	3.20703	3.29858	3.09257	2.54176	2.7993	3.41956	2.70491	2.40909	2.78465	1.9881	2.61589	2.47858	2.71309	2.42302	2.31617	2.43772	2.93715	1.89274	1.87361	2.94148	2.32556	2.34125	2.31194	1.88318
1700010I14Rik	0.804574	1.08144	0.543172	0.530529	0.878437	0.493203	0.629334	0.861663	1.04281	0.74563	1.26423	0.96007	0.849428	0.482721	0.701127	1.15771	0.662383	0.701701	1.36233	0.890409	1.574	1.16516	1.49849	1.04143
1700012D14Rik	1.06374	0.905546	1.76914	0.293191	1.41773	1.36759	0.98931	0.756433	0.555776	0.723393	0.614153	0.818429	1.00329	0.711307	0.632939	0.66514	0.223776	0.192256	0.460493	1.43119	1.39618	0.344889	0.495881	0.874953
1700017B05Rik	2.41593	2.40085	2.59533	1.13978	0.850443	1.05963	2.52753	2.72561	2.41952	1.05291	0.885842	1.31606	2.49786	3.24575	3.02417	1.19331	1.28112	1.08367	4.00338	4.4148	5.07566	1.26068	1.32081	0.943041
1700019D03Rik	0.202606	0.503127	0.254429	3.48208	2.48434	3.53046	0.541136	0.382303	0	3.06368	2.23187	3.20867	0.261712	0.0939926	0.267144	1.45174	1.04345	1.14605	0	0	0.110095	0.440962	1.58055	0.420803
1700020D05Rik	2.56933	1.70163	1.4386	1.33193	1.27393	2.01539	1.98221	1.77193	1.98139	1.99343	1.55326	2.22572	2.29017	2.01458	1.30407	2.10287	1.25997	2.147	1.52658	1.54217	1.32083	2.16195	2.38134	2.33072
1700020I14Rik	27.0434	24.6817	23.8806	31.2003	28.8379	28.1035	25.8323	23.3657	28.1407	30.2571	31.5219	28.1048	26.1561	26.0383	28.3125	36.086	34.6228	33.9289	29.0848	28.9592	26.4104	42.1401	41.4946	39.981
1700021F05Rik	8.71585	9.29593	8.69067	11.5412	9.64578	9.88986	6.45038	7.40162	7.90245	10.9113	10.2737	8.74147	9.79629	8.5835	7.90864	11.0077	9.98927	8.86974	11.4719	7.95625	9.77156	9.51118	9.9381	9.20749
1700023F02Rik	0	0	0.373932	2.87335	4.90246	1.3402	0	0	0	2.05445	3.00694	2.82372	0	0	0	3.77386	0.696043	0.617691	0	0	0	0	0.968471	1.62508
1700025G04Rik	7.79417	8.40747	10.2758	2.802	3.44896	4.17732	8.67687	7.92208	7.10362	3.6527	4.18226	2.88638	12.39	8.39681	11.0406	3.81313	4.82747	2.49855	9.8595	9.87378	8.76266	2.81745	3.03151	2.53999
1700028E10Rik	1.54885	1.39381	0.958677	2.69681	2.42524	1.71622	0.992093	0.257911	0.48797	1.84286	2.116	1.29385	0.792844	0.590688	0.924022	1.10852	0.843587	1.72959	0.754523	0.900101	1.10767	1.43784	1.16189	1.48168
1700029J07Rik	2.39532	1.88946	2.44434	1.48643	1.53232	1.82513	2.1399	2.11628	2.17549	2.29894	1.85546	2.04001	1.88399	1.42466	1.66367	2.24076	2.06978	1.72226	1.60632	1.59003	1.06685	1.92324	1.33713	2.03702
1700030J22Rik	1.10842	1.21384	1.39746	2.72217	2.43673	2.9968	1.46338	1.18685	1.31015	2.78178	2.86162	3.15853	1.52645	1.8844	1.65935	2.3352	2.59448	2.81656	0.899068	1.10991	1.36086	2.24503	2.31343	1.89283
1700030K09Rik	3.49625	3.39011	3.00418	2.38833	2.47556	2.16915	3.06471	2.70281	2.79097	2.65675	1.7293	2.1697	3.46094	2.68689	2.77201	2.0098	2.69504	2.45913	2.5916	2.7827	3.43961	2.23079	2.938	2.77578
1700037C18Rik	0.638431	0.704732	0.894513	0.807908	0.912167	0.865357	0.976205	0.988062	0.515504	0.346749	1.13082	1.09407	0.72364	0.916652	1.18018	0.603593	1.35659	0.710725	0.986414	1.22031	1.41883	0.527421	1.40205	0.480167
1700037H04Rik	12.4261	13.3985	13.1336	15.2985	10.4682	12.1461	13.1272	15.1388	11.5829	13.2348	13.3564	12.4221	15.2609	16.1137	17.1566	10.7691	11.6614	13.86	17.1042	17.6764	20.0226	15.2202	17.1287	15.5268
1700040L02Rik	0.855612	0.48575	0.668808	0.231569	0.786131	0.280155	0.51604	0.232658	0.369824	0.374659	0.607906	0.405102	0.620871	0.506835	0.852245	0.863794	0.898972	0.764493	0.168271	0.445883	0.636899	0.708562	1.38235	2.05363
1700048O20Rik	1.94927	1.82292	2.61434	0.288346	0.134187	0	1.76289	1.99851	2.3549	0.236129	0.0757456	0.127508	1.68255	1.57867	1.75426	0.107204	0.112419	0.0953583	2.10828	1.49731	1.59572	0.277027	0.169662	0.252652
1700052K11Rik	4.93735	4.53959	4.89483	3.47199	3.58754	4.27856	2.7582	2.53862	3.4939	3.20122	2.52638	2.62645	2.87904	2.96414	2.82504	3.41102	2.54534	2.75772	1.9281	2.26746	2.77547	3.06187	2.9989	3.65063
1700066M21Rik	2.54546	1.77506	1.79519	3.19065	3.13733	3.02707	1.70061	1.60023	2.3978	3.05126	3.17759	2.84362	2.51093	2.22788	2.4835	5.2637	3.31612	4.19792	2.95734	2.16442	1.90244	3.99711	4.27249	4.31973
1700084E18Rik	0.858205	1.42344	0.703418	2.27461	2.00417	2.10281	0.646148	1.38651	0.7062	2.9567	1.19005	2.69212	0.400711	0.824514	0.454956	0.877796	0.42414	2.21992	0	0.449217	0.378208	1.45514	0.526269	3.19041
1700086L19Rik	0.311511	0.206285	0.0869019	4.05446	4.71829	3.38244	0.111018	0.391656	0.378275	3.01221	3.55573	3.84368	2.2827	0.674708	2.05893	3.13417	4.58396	2.68512	5.61209	3.37198	7.86606	1.01908	2.68994	1.22367
1700086O06Rik	1.64166	1.01451	2.28968	1.54651	1.18745	1.44144	1.33293	1.01427	1.16121	0.954683	0.824879	0.870959	1.47155	1.3259	1.21759	1.00433	1.16337	0.905771	0.680764	0.80392	1.58173	1.24935	1.07052	1.54183
1700088E04Rik	1.82726	2.57171	2.0666	6.10333	6.27798	5.55556	3.06915	2.2261	2.36349	5.44536	6.81088	4.85479	2.73277	1.2829	2.69592	6.59146	6.0344	6.76264	1.55792	2.16232	2.70401	6.92726	5.69552	5.21304
1700092M07Rik	0.373561	0.74587	0	0	0	0	0.431935	0.445549	0	0	0.793918	0	1.0855	0.365238	1.28468	0	0.558171	0.982715	2.65211	0	0.53149	0	0.737467	0.62909
1700094D03Rik	1.8602	1.99897	1.68431	2.19585	1.6463	1.69973	1.33428	1.13512	1.33097	1.90832	1.58168	2.15104	1.37797	1.60683	1.69093	1.71942	1.43128	1.61574	1.775	1.43891	1.90669	1.74707	1.51572	1.78044
1700096K18Rik	1.16439	0.804804	1.06696	1.62715	2.19119	1.62809	0.798994	0.837061	0.979518	1.3704	1.10591	1.00975	0.512049	0.605358	0.889562	0.998177	1.48922	1.20171	0.827521	0.913221	0.574187	1.32311	1.43787	1.28308
1700101I11Rik	0.10614	0.210856	0.355203	20.2881	16.111	22.4933	0.227124	0.13338	0.386731	16.4087	17.8718	15.9761	0.137389	0	0.281257	6.70392	5.62283	5.60689	0	0.135539	0.115951	2.31916	2.49445	1.32751
1700102H20Rik	0.332574	0.666379	0.271565	1.33693	1.16745	1.48696	0	0.399551	0.443807	0	1.39932	0.690039	0	0.645032	0.552088	0.51924	0.990013	1.30188	0.580178	0	0	1.59886	1.27186	0.546472
1700102P08Rik	0.212568	0.140786	0.357402	0.537984	0.579811	0.756338	0.600043	0.448616	0.257457	0.779317	1.4119	0.93673	0.632442	0.261599	0.453362	0.803852	1.14658	0.62117	0.394084	0.696466	0.223752	0.827808	0.861762	0.959183
1700105P06Rik	0.926196	0.919981	2.30111	1.07976	0.215934	2.20945	0.20305	0.915732	0.452984	0.873038	1.13017	0.989285	0.992881	0.523462	0.798651	0	0.546097	1.64835	0.290421	0.259108	0.441411	0	2.18033	1.09464
1700108F19Rik	1.0559	0.858162	1.76925	0.366224	0.336355	0	0.409547	0.967123	1.2814	0	0.192085	0.209999	0.618563	0.266947	0.251801	0.274618	0	0.120583	0.137004	0.242415	0.103734	0	0	0.397154
1700110C19Rik	0.247765	0.492166	0.413585	0.712907	0.289133	0.747361	1.33264	0.620337	0.150672	1.33877	0.498155	0.941166	0.323173	0.461576	0.835523	0.357874	1.27633	0.936925	1.09291	0.645542	0.275906	0.686602	0.985643	1.74491
1700112E06Rik	0.720165	0.357695	0.981243	3.94498	4.83765	4.92206	0.766762	0.908145	0.545973	3.93511	3.23923	3.15634	0.34717	0.750262	0.352124	2.44157	2.25165	2.03403	0.25536	0.338778	1.25672	2.32986	2.08647	4.94398
1700113A16Rik	2.11978	2.02483	2.46386	3.25675	4.00152	4.09359	3.29028	1.95701	1.28479	3.47488	5.20804	3.31328	1.77532	1.80936	2.42469	2.669	2.75882	3.78283	2.17775	1.216	2.25619	3.05646	3.87719	2.78098
1700123O20Rik	8.94776	8.224	7.368	7.38183	7.33013	7.21406	8.55651	7.79929	8.69217	6.77385	8.4216	7.29874	8.85916	8.00621	8.08628	7.57896	7.73085	7.34746	8.16822	8.26831	8.19259	7.98512	7.82743	8.81687
1700123O21Rik	0.819914	1.3572	0.683166	1.05125	0.47824	1.02787	0.737886	1.36484	0.998264	0.163412	0.550739	0.443385	0.358477	0.382728	0.186751	0.396556	0.201166	0	0.203701	0.903176	0.308626	0.153089	0.219932	0
1810009A15Rik	22.8311	28.9911	30.2456	32.5056	36.8124	34.8418	27.8973	34.5263	27.4406	28.7508	37.3907	34.1581	33.3971	32.0196	33.7748	36.4263	33.652	29.05	37.6422	30.1686	43.821	34.4973	36.0897	30.2034
1810010H24Rik	0.636979	1.12501	1.428	0.940386	0.661889	0.539636	0.374591	0.806604	0.857208	1.03794	0.56411	0.545817	0.360972	0.718569	0.452811	0.200729	0.832927	0.354547	0.196802	0.608662	0.446958	0.225495	0.645543	0.479018
1810011O10Rik	3.24806	2.44813	2.02851	0.741923	0.589476	1.11361	2.8328	3.41483	4.13265	0.481459	0.890496	0.309788	1.13539	1.23738	1.76618	0.395065	0.741338	0.420053	1.61063	2.50592	1.97393	0.999415	0.840862	0.824911
1810013L24Rik	12.4174	11.3127	11.4752	25.1687	26.0969	26.179	13.0998	11.4019	12.736	25.7107	29.173	27.1066	13.0406	13.9239	13.4032	26.2758	27.2089	27.2418	11.7983	13.2681	12.082	23.0331	24.7594	25.5128
1810014B01Rik	2.08887	2.51709	2.06242	0.671402	1.09201	1.15854	2.42713	1.69809	2.20245	0.931584	1.41071	1.77604	1.7374	1.79681	2.21823	1.24921	0.457555	1.16515	2.22612	1.53998	1.41174	1.98832	1.32197	1.59356
1810022K09Rik	13.5939	17.3918	21.0537	42.13	42.4101	29.2427	21.3613	23.9678	23.0691	24.5173	33.0587	34.2435	21.8497	21.8882	19.345	32.7628	33.281	26.7008	15.5751	28.2488	23.3952	38.0906	29.5445	42.9858
1810026B05Rik	15.3796	13.1359	12.1758	6.78825	6.89704	8.72554	11.3976	8.4479	10.4095	6.48759	6.42227	6.80464	16.2738	12.2759	12.7481	7.75856	8.58568	8.64754	9.57356	10.3394	7.49244	10.4827	9.08023	9.47639
1810030O07Rik	8.51578	8.28526	8.27904	6.36057	7.17246	7.16184	7.88412	7.60734	7.60846	7.41333	8.84748	7.29171	8.49135	7.72945	9.00495	7.41858	8.07407	7.44053	7.69961	7.65393	8.15308	8.15813	7.33297	9.59086
1810032O08Rik	6.1349	7.53535	5.74248	3.95669	4.18467	5.03046	5.63309	6.97537	5.14743	3.33923	3.83336	3.36481	6.66622	6.54758	6.06808	4.05299	5.00583	3.13558	8.12917	9.73965	9.4668	5.91749	6.1151	4.49461
1810037I17Rik	19.2546	24.5227	23.2064	15.9673	14.6153	12.1421	24.7353	23.6976	21.2468	11.1192	13.1423	10.7525	17.2907	15.3717	19.9109	9.84041	9.07945	7.63637	20.0282	17.4003	26.1193	12.9637	11.4941	11.2331
1810041H14Rik	0.310605	1.42426	1.75245	4.22783	3.27358	1.65948	1.41279	0	1.38704	1.77412	2.25313	1.42102	0	0.67792	2.02187	0.480966	0	0	0	0.500816	0	0.629261	2.08009	2.47006
1810043G02Rik	5.1852	5.3615	5.58598	9.94617	8.9776	7.63136	3.67214	3.54527	4.38118	6.7624	8.19269	7.21115	4.40807	4.33658	4.56643	6.63032	7.74987	7.05012	4.66892	4.32143	5.94733	6.87381	6.38297	6.9304
1810044D09Rik	2.09015	4.15477	5.73988	9.57454	10.2897	7.90567	3.0985	7.10818	4.27808	6.21344	9.06347	6.38087	4.44854	4.19433	3.85316	7.68018	7.89088	7.73415	3.04005	3.77519	4.075	9.87903	7.74193	4.98056
1810055G02Rik	5.50358	5.09654	5.72305	4.44788	4.6006	5.4619	5.84634	5.92166	5.7891	5.50639	5.93493	6.32971	6.11966	6.52832	6.9149	5.98404	6.00151	7.61203	7.19728	6.17285	7.4284	6.2763	7.36314	5.7879
1810058I24Rik	18.7947	20.099	16.3617	24.1472	25.6064	22.1993	19.6686	17.4346	19.4898	23.892	22.8511	18.6753	14.2113	15.1771	15.3351	16.7867	17.7863	19.0058	19.7959	17.0034	19.2348	20.4066	22.6769	19.6258
2010001A14Rik	1.82926	2.15758	3.34408	7.00444	7.607	6.21964	1.7168	1.57759	1.66734	5.6461	7.57321	5.10095	3.56424	2.23266	2.59643	6.4188	3.36505	6.18943	3.16143	2.35745	1.89002	3.77219	5.59263	3.3572
2010107E04Rik	127.048	150.638	127.711	462.68	415.973	282.755	144.34	122.654	133.122	274.183	352.574	264.57	152.903	141.082	145.311	273.767	274.125	216.215	146.954	162.379	138.834	286.155	291.651	245.839
2010107G23Rik	0.782417	0.94109	0.625684	0.388559	0.481867	0.442315	0.820904	0.997186	0.646886	0.660798	0.653197	0.869328	0.570441	0.831963	0.717151	0.462474	0.726752	0.359719	0.444523	0.441321	0.63086	1.02567	1.2216	0.763809
2010111I01Rik	4.25689	5.05767	4.82849	2.28506	1.77443	1.68416	5.22879	4.28132	4.24299	1.72519	1.91428	2.29797	3.75954	2.95737	4.38322	1.49138	1.78542	1.71032	4.55659	4.6628	4.25193	1.68725	2.21108	1.58164
2010204K13Rik	1.58959	1.64166	1.58922	2.19998	1.97892	0.807555	2.63219	1.80777	2.69353	3.02444	2.72871	1.34479	1.51839	2.0639	1.72188	1.1787	2.78	1.29041	2.20421	3.23546	4.14728	2.19696	1.93376	1.6373
